Oceans,Regions,Latitude,Longitude,Date,Concentration
Arctic,Arctic,-34.087898336425404,-156.50813191499788,2017-03-11 07:48:14.047023488,2.359391373335256
Pacific,South Indian,52.900494357607904,-10.051979515195253,2017-03-13 21:10:42.921460704,4.284542349259193
Arctic,North Indian,-25.530629711788613,-173.91839217425337,2017-03-16 10:33:11.795897920,4.111323093372088
Pacific,Arctic,51.65860239243338,142.50048360845838,2017-03-18 23:55:40.670335136,13.560605951397424
Atlantic,Arctic,36.17681246752754,13.731634829323575,2017-03-21 13:18:09.544772384,9.459940131573354
Pacific,Antarctic,37.76125538871326,-89.0453707540434,2017-03-24 02:40:38.419209600,2.834067041104329
Pacific,South Pacific,59.39567798129952,-4.0642348755395785,2017-03-26 16:03:07.293646816,1.5029060588002972
Pacific,Antarctic,50.84382195326728,1.5671609427493465,2017-03-29 05:25:36.168084032,10.544684086336046
Indian,South Indian,13.679393300808844,-97.27355390210663,2017-03-31 18:48:05.042521248,2.5517646800898457
Pacific,North Indian,54.0432527177371,7.761725938169741,2017-04-03 08:10:33.916958464,2.1059523687795982
Indian,South Indian,16.912823393704073,146.08283707633623,2017-04-05 21:33:02.791395680,60.12803501341736
Pacific,North Atlantic,30.083504336337754,-42.92106350236627,2017-04-08 10:55:31.665832896,74.4169438674603
Pacific,North Atlantic,-24.78963919747634,71.85252453577075,2017-04-11 00:18:00.540270112,4.715986209520036
Atlantic,South Indian,-21.404062178074252,155.33852162005738,2017-04-13 13:40:29.414707328,1.1931305563319858
Indian,South Pacific,-22.838243213574742,85.42611341800533,2017-04-16 03:02:58.289144544,24.800358518660353
Pacific,South Pacific,38.82673118879084,-117.05871043216398,2017-04-18 16:25:27.163581760,10.340845158210618
Indian,Antarctic,-23.379004267142477,85.2560640476214,2017-04-21 05:47:56.038019008,15.958906014186642
Arctic,South Indian,55.93292249281052,-66.40290948783053,2017-04-23 19:10:24.912456224,3.9166884305321723
Indian,North Indian,28.2013612411696,-132.67007629624055,2017-04-26 08:32:53.786893440,2.61614538702294
Pacific,Antarctic,45.10056242534495,-117.73423627341415,2017-04-28 21:55:22.661330656,5.815750026753968
Pacific,South Atlantic,-32.31785880779544,-39.39322406671123,2017-05-01 11:17:51.535767872,8.795925598639014
Arctic,South Pacific,45.527062026074915,-66.74860330079166,2017-05-04 00:40:20.410205088,3.5556963828379042
Pacific,North Pacific,-43.867406105741296,-28.83328282855166,2017-05-06 14:02:49.284642304,27.021966125709035
Arctic,Antarctic,37.55817375181444,-76.52911383711725,2017-05-09 03:25:18.159079520,1.3002964272182318
Atlantic,North Atlantic,-6.2810519260697415,-174.85532278534788,2017-05-11 16:47:47.033516736,11.125706741690419
Southern,Antarctic,17.52676856851783,-56.098122059585044,2017-05-14 06:10:15.907953952,8.383476887488062
Indian,South Indian,4.218035009971138,-149.21117367260112,2017-05-16 19:32:44.782391168,24.998625722917446
Southern,North Pacific,-23.751687533683825,-106.70302233552427,2017-05-19 08:55:13.656828384,2.831273123312656
Atlantic,South Indian,-28.490894146876286,90.52387887565769,2017-05-21 22:17:42.531265632,14.96671923335408
Indian,Arctic,39.06963409688146,-68.08220098931362,2017-05-24 11:40:11.405702848,11.906754314879286
Atlantic,North Atlantic,48.668390404477556,6.984528530656798,2017-05-27 01:02:40.280140064,9.432298127888155
Atlantic,North Atlantic,5.8519960645842986,-168.24418754608706,2017-05-29 14:25:09.154577280,3.044794059394968
Indian,South Pacific,36.14164933554908,37.8011020816919,2017-06-01 03:47:38.029014496,3.410591931279344
Arctic,Antarctic,55.404200052368566,-9.339145799670588,2017-06-03 17:10:06.903451712,5.494172546204576
Southern,South Pacific,16.554725676384876,27.461013582129947,2017-06-06 06:32:35.777888928,4.46978817476031
Indian,North Pacific,42.81156900877328,0.6827516441640794,2017-06-08 19:55:04.652326144,26.052469098323304
Atlantic,Antarctic,39.32709413578883,158.95650920348237,2017-06-11 09:17:33.526763360,8.461764901337158
Atlantic,Arctic,-9.815963626591502,153.56841017152533,2017-06-13 22:40:02.401200576,16.358703150179167
Indian,South Indian,29.385717642999374,-51.801876173174605,2017-06-16 12:02:31.275637792,1.7312318267266296
Pacific,Arctic,49.91950357974474,-2.0126342162151754,2017-06-19 01:25:00.150075008,1.1711996241925247
Pacific,North Atlantic,-53.60543126983713,-21.188304227132445,2017-06-21 14:47:29.024512224,6.1853724054729735
Atlantic,North Pacific,-20.917849284382182,25.686563654500322,2017-06-24 04:09:57.898949472,2.058047458045616
Pacific,South Atlantic,37.49751575077607,-76.95290415938211,2017-06-26 17:32:26.773386688,7.6896807342014615
Pacific,North Pacific,26.244869090083398,-105.95843200896769,2017-06-29 06:54:55.647823904,3.1800435741717976
Pacific,North Indian,-46.508349337032655,-41.45174550250074,2017-07-01 20:17:24.522261120,10.0360702883887
Pacific,North Pacific,-3.885270862785072,-60.398004936137816,2017-07-04 09:39:53.396698336,3.3775894372774644
Pacific,Arctic,4.089015783589131,-104.94198901646621,2017-07-06 23:02:22.271135552,12.949445950933773
Southern,North Indian,31.480154875613508,-33.3463219331877,2017-07-09 12:24:51.145572768,3.061791452547969
Atlantic,North Indian,38.91145409190725,-124.4778837391185,2017-07-12 01:47:20.020009984,1.1453348240819965
Atlantic,Antarctic,-11.345619179404554,93.88860183219666,2017-07-14 15:09:48.894447200,17.334574153461954
Indian,Antarctic,26.80828327580963,127.72020466640853,2017-07-17 04:32:17.768884416,3.425582833115851
Pacific,North Indian,15.397831658770906,-94.51119339981155,2017-07-19 17:54:46.643321632,29.151411556363804
Southern,South Atlantic,-36.88621598651766,-161.5537651872871,2017-07-22 07:17:15.517758848,3.890336211257864
Indian,Antarctic,-27.359726876185107,-0.11871225754076065,2017-07-24 20:39:44.392196096,3.2457325086051174
Pacific,North Pacific,-22.03701072329823,2.5512403340257235,2017-07-27 10:02:13.266633312,5.562091404807405
Atlantic,Arctic,26.780355387538865,-117.84567295700846,2017-07-29 23:24:42.141070528,4.219068399605819
Arctic,North Pacific,50.337820666949625,4.147040686634531,2017-08-01 12:47:11.015507744,8.382683872730471
Southern,South Atlantic,-34.942238646347406,67.82281377368699,2017-08-04 02:09:39.889944960,11.051785530435524
Atlantic,North Atlantic,27.368045674446613,-39.17933144925443,2017-08-06 15:32:08.764382176,12.86203105309937
Indian,South Pacific,29.12659041705252,-22.736226511773925,2017-08-09 04:54:37.638819392,6.7820064322334375
Pacific,Arctic,-54.63493284129916,150.78702811791754,2017-08-11 18:17:06.513256608,1.6474662708108285
Southern,Antarctic,44.9508590999768,-41.80501676366007,2017-08-14 07:39:35.387693824,41.40656655838835
Pacific,Arctic,9.505743677381048,-172.72982768964016,2017-08-16 21:02:04.262131040,5.107341005606382
Southern,North Pacific,42.921817445230886,-81.69052313414095,2017-08-19 10:24:33.136568256,4.847761443267103
Indian,South Pacific,39.574562269717255,-16.62627105922663,2017-08-21 23:47:02.011005472,6.760662148920838
Indian,South Indian,10.144831843067967,-161.1699220500044,2017-08-24 13:09:30.885442720,5.689878730912191
Atlantic,South Indian,38.38809901759795,130.54305868098723,2017-08-27 02:31:59.759879936,1.2852421404393333
Pacific,Antarctic,-57.80782688932643,-125.42017034502864,2017-08-29 15:54:28.634317152,13.130860133159599
Pacific,South Atlantic,28.473454232407175,-33.46594820861058,2017-09-01 05:16:57.508754368,3.253002823012752
Pacific,South Indian,-12.521795832581907,-44.78881645266812,2017-09-03 18:39:26.383191584,5.345109268941825
Pacific,Arctic,-14.304019278790731,-99.0868399420721,2017-09-06 08:01:55.257628800,42.92006941454344
Indian,South Indian,27.006759309003318,-41.782572913493794,2017-09-08 21:24:24.132066016,19.000923473379
Atlantic,North Atlantic,-10.116117286470919,-137.10346360543267,2017-09-11 10:46:53.006503232,37.04740531879141
Pacific,North Atlantic,24.770212580547067,-38.77688586719486,2017-09-14 00:09:21.880940448,3.7546207496831783
Southern,Antarctic,-12.481256402053713,-152.51916882007697,2017-09-16 13:31:50.755377664,15.333439220574093
Arctic,North Atlantic,3.496141858926114,-130.72360801058753,2017-09-19 02:54:19.629814880,11.05919825179708
Southern,South Indian,52.1926364305236,8.617299811526436,2017-09-21 16:16:48.504252096,6.996266616475149
Southern,South Atlantic,-50.907278681977935,-29.122168936785616,2017-09-24 05:39:17.378689312,3.4882603250506206
Pacific,North Indian,36.75058359684105,145.20276493444607,2017-09-26 19:01:46.253126560,21.858816940576823
Atlantic,North Indian,33.25411674025701,-111.87958645149534,2017-09-29 08:24:15.127563776,4.418883122123307
Indian,Antarctic,-45.48723066778578,-21.227469895576622,2017-10-01 21:46:44.002000992,8.46790365826026
Indian,South Pacific,55.674586737133765,-10.787581992248864,2017-10-04 11:09:12.876438208,18.41404095135046
Pacific,North Indian,50.99324844808094,7.656187390710868,2017-10-07 00:31:41.750875424,2.782285532751977
Arctic,North Indian,-12.907961232999575,54.37198728114752,2017-10-09 13:54:10.625312640,2.4877164321132597
Pacific,North Atlantic,42.487351946405575,-113.44078882845886,2017-10-12 03:16:39.499749856,91.47863403555579
Pacific,North Atlantic,32.4966770405364,-29.428000827822753,2017-10-14 16:39:08.374187072,3.126576863186413
Atlantic,South Indian,-45.22533602948116,73.72234564118168,2017-10-17 06:01:37.248624288,37.21587309912472
Atlantic,Antarctic,64.0692180287161,-104.05105570378822,2017-10-19 19:24:06.123061504,7.007609683932489
Atlantic,South Pacific,35.219541509385785,-136.2656418059509,2017-10-22 08:46:34.997498720,4.826514765549174
Pacific,Antarctic,-19.022719869057,84.18955327400352,2017-10-24 22:09:03.871935936,5.330003212288096
Arctic,North Pacific,37.63310168799383,-44.04243208056437,2017-10-27 11:31:32.746373184,6.943341188050467
Pacific,Arctic,-9.696148468591222,-54.057950817576575,2017-10-30 00:54:01.620810400,28.160297407399714
Pacific,South Pacific,44.64844728778993,153.49296135570455,2017-11-01 14:16:30.495247616,15.738355164626553
Arctic,South Pacific,-28.962897075192835,-14.73624941791255,2017-11-04 03:38:59.369684832,5.979792021729413
Southern,South Atlantic,-58.62627403932242,62.46594988995924,2017-11-06 17:01:28.244122048,1.143588494812731
Arctic,Antarctic,6.410807445293731,-102.9181523713432,2017-11-09 06:23:57.118559264,7.542984946456835
Arctic,South Indian,34.20606387514001,-110.25860979833436,2017-11-11 19:46:25.992996480,8.438764763619114
Indian,South Atlantic,55.90547253455424,22.655243341841732,2017-11-14 09:08:54.867433696,26.010930863812764
Atlantic,South Pacific,25.830671680531285,-139.3410377168514,2017-11-16 22:31:23.741870912,1.6987178440961688
Pacific,South Pacific,-28.183755665345227,-8.634422298621931,2017-11-19 11:53:52.616308128,4.510853451406866
Atlantic,South Pacific,-22.071828085823945,136.20233521561622,2017-11-22 01:16:21.490745344,4.3707327731172665
Atlantic,North Indian,39.6287842451605,-117.01559370752976,2017-11-24 14:38:50.365182560,6.987488869126787
Pacific,Antarctic,52.55939180459248,157.9979934254041,2017-11-27 04:01:19.239619808,8.093359986143572
Indian,Arctic,64.6951532396078,-177.8609678960324,2017-11-29 17:23:48.114057024,11.454806064296914
Atlantic,Arctic,-35.711527181704206,43.07909458309512,2017-12-02 06:46:16.988494240,1.1108669510940743
Pacific,South Atlantic,0.28512567107170095,-142.72431409699777,2017-12-04 20:08:45.862931456,8.784403447428874
Pacific,South Pacific,-2.9743710270765256,-173.75546633266154,2017-12-07 09:31:14.737368672,9.446555022084477
Indian,Arctic,10.66023090497422,-9.492928025540568,2017-12-09 22:53:43.611805888,7.965750998271021
Pacific,North Atlantic,32.40566416023489,-148.00794468354033,2017-12-12 12:16:12.486243104,6.186588427708467
Arctic,Antarctic,43.092036078720675,-79.81963139778495,2017-12-15 01:38:41.360680320,0.2417586947523117
Atlantic,Arctic,-36.49912587070551,108.05696519932668,2017-12-17 15:01:10.235117536,13.041604229592522
Atlantic,South Indian,26.963713428881242,119.61463894925355,2017-12-20 04:23:39.109554752,2.7921024943006656
Atlantic,Antarctic,-21.26553423541332,-114.26503280864425,2017-12-22 17:46:07.983991968,13.649603763909338
Arctic,South Indian,-29.599712018887903,-151.23056063522156,2017-12-25 07:08:36.858429184,25.794075061627307
Pacific,Arctic,30.433445498598942,-126.38890078752942,2017-12-27 20:31:05.732866400,1.3825046889959738
Indian,North Atlantic,43.39512399251914,-158.752631178795,2017-12-30 09:53:34.607303648,13.240221248308094
Atlantic,South Indian,33.12303354337039,179.2384949622458,2018-01-01 23:16:03.481740864,2.1477697683142596
Pacific,North Indian,38.332857618912506,-119.89006909300011,2018-01-04 12:38:32.356178080,7.082327465161643
Arctic,Arctic,-51.52764053336309,166.74674023076042,2018-01-07 02:01:01.230615296,6.514658776298748
Indian,North Indian,-30.06138266751088,2.2714231008377728,2018-01-09 15:23:30.105052512,15.743349949336089
Indian,Arctic,-50.10838172455509,37.296691279645536,2018-01-12 04:45:58.979489728,13.570809844445092
Arctic,North Pacific,50.54716239552056,-155.63752680312598,2018-01-14 18:08:27.853926944,9.603391225680822
Arctic,North Pacific,33.31486812659312,-150.74666481822933,2018-01-17 07:30:56.728364160,1.4285246225237724
Indian,North Pacific,26.971433214840026,-46.91275821464884,2018-01-19 20:53:25.602801376,0.597612957507631
Arctic,South Indian,-57.398089887518736,16.72806636025125,2018-01-22 10:15:54.477238592,18.39874241121715
Indian,North Indian,26.50651532370596,-40.14965996221618,2018-01-24 23:38:23.351675808,15.58748414564943
Indian,North Indian,8.272852691449131,120.50566371970832,2018-01-27 13:00:52.226113024,2.7251395989103493
Indian,North Indian,25.341418099302494,-147.27818723475042,2018-01-30 02:23:21.100550272,10.457775017936088
Indian,North Atlantic,-26.21594320732821,87.13289625458144,2018-02-01 15:45:49.974987488,5.993815359117318
Pacific,North Indian,-30.400738629152205,43.99115266084791,2018-02-04 05:08:18.849424704,21.90011039505141
Arctic,North Atlantic,59.36493051986542,-42.719105835977665,2018-02-06 18:30:47.723861920,8.033216082774967
Arctic,North Pacific,17.6993138926551,153.724360653029,2018-02-09 07:53:16.598299136,18.18123890940147
Pacific,North Pacific,-53.59822781692242,-130.90125854387637,2018-02-11 21:15:45.472736352,4.000560146945856
Arctic,South Indian,32.96470361206369,145.76087135221127,2018-02-14 10:38:14.347173568,9.825917313606954
Pacific,Arctic,-40.817506802945516,-9.520619922994275,2018-02-17 00:00:43.221610784,4.890635127040705
Pacific,North Pacific,-23.5853487001465,121.3628850473987,2018-02-19 13:23:12.096048000,3.981037537543933
Indian,Arctic,60.378899409581194,-101.59523999554347,2018-02-22 02:45:40.970485216,0.7190172405322003
Pacific,Arctic,31.948246746399608,152.0818895461092,2018-02-24 16:08:09.844922432,18.60593017899502
Arctic,Antarctic,47.78716385429175,78.03952374032146,2018-02-27 05:30:38.719359648,42.508056104936976
Arctic,South Indian,32.97170503394284,146.5183175156225,2018-03-01 18:53:07.593796896,1.8441252754514323
Atlantic,South Pacific,8.832774709321221,66.40165744675096,2018-03-04 08:15:36.468234112,14.784737639923089
Pacific,South Pacific,-40.12445006617648,124.1245297042422,2018-03-06 21:38:05.342671328,14.181227674874888
Pacific,South Atlantic,31.203163600813724,122.43672455346244,2018-03-09 11:00:34.217108544,4.416738187673068
Indian,Antarctic,28.237034514677966,-34.39222141836827,2018-03-12 00:23:03.091545760,3.5342986921930235
Southern,South Indian,-15.926577813529654,82.01579514940033,2018-03-14 13:45:31.965982976,24.05889001530923
Indian,South Atlantic,28.804269348197902,-112.54573454532296,2018-03-17 03:08:00.840420192,21.652281383729644
Pacific,South Atlantic,19.486450776131626,-155.18422723532794,2018-03-19 16:30:29.714857408,11.605625219807434
Indian,Antarctic,-22.89178766401748,41.41841959028335,2018-03-22 05:52:58.589294624,4.393079705016867
Atlantic,South Pacific,-2.108449630912256,-158.26829633457936,2018-03-24 19:15:27.463731840,21.965112787116926
Indian,South Indian,-55.450150635681865,72.23681839962748,2018-03-27 08:37:56.338169056,3.2008455399235065
Pacific,South Pacific,-0.5190970414564278,-57.3251438344006,2018-03-29 22:00:25.212606272,30.588897850441775
Indian,South Atlantic,-19.515951995449367,-22.27595505088926,2018-04-01 11:22:54.087043488,37.79614912588053
Atlantic,South Indian,25.225739604344277,-149.65384785124056,2018-04-04 00:45:22.961480736,24.082370675741128
Southern,South Atlantic,-29.935641045615327,-111.72685319296684,2018-04-06 14:07:51.835917952,10.410429834925726
Pacific,North Indian,39.917531283735755,-44.26691105366901,2018-04-09 03:30:20.710355168,0.5784562645316045
Indian,Antarctic,42.623033804120666,90.21505050263565,2018-04-11 16:52:49.584792384,6.142422659663272
Southern,Arctic,58.290860867038106,104.7200195469429,2018-04-14 06:15:18.459229600,43.158527914361414
Pacific,South Indian,-50.09222097857415,54.98043824004237,2018-04-16 19:37:47.333666816,18.860248772382857
Southern,South Indian,-15.377682663163375,-40.5072383337731,2018-04-19 09:00:16.208104032,11.41940430211113
Indian,Arctic,3.5438364653613252,-147.85881253950623,2018-04-21 22:22:45.082541248,3.7402596854965813
Pacific,South Atlantic,34.5898703453007,142.48363306085432,2018-04-24 11:45:13.956978464,20.581773431596226
Pacific,North Indian,51.8964511867779,6.595025473795379,2018-04-27 01:07:42.831415680,1.5327023436101905
Indian,North Atlantic,20.66093698669206,-14.474155221049951,2018-04-29 14:30:11.705852896,6.228677653776937
Pacific,Arctic,34.88258106815653,-62.62602812323606,2018-05-02 03:52:40.580290112,42.09291996375056
Atlantic,Antarctic,39.56079952481121,-43.50984632186673,2018-05-04 17:15:09.454727360,3.305638792259803
Pacific,South Pacific,-35.80281993214707,-74.87492384133574,2018-05-07 06:37:38.329164576,13.588030994759832
Indian,South Atlantic,0.4725805653629822,-148.8566631816909,2018-05-09 20:00:07.203601792,1.2749104997022531
Pacific,Arctic,32.06827477870376,-132.96988030672037,2018-05-12 09:22:36.078039008,3.848938888397177
Arctic,Arctic,42.707189745881614,-97.55097145495118,2018-05-14 22:45:04.952476224,8.841555463973755
Southern,South Indian,59.311325553275346,23.5619703194808,2018-05-17 12:07:33.826913440,10.523596646925556
Southern,South Pacific,-47.87816050122341,-85.13587776639423,2018-05-20 01:30:02.701350656,58.40753373551974
Indian,South Pacific,-23.035291723426873,55.419721984773474,2018-05-22 14:52:31.575787872,4.463571265025407
Pacific,Antarctic,-21.001108828017554,-162.52795773731918,2018-05-25 04:15:00.450225088,13.389038401147701
Indian,South Pacific,36.992150085249484,61.46126642834035,2018-05-27 17:37:29.324662304,13.018646137033228
Pacific,Arctic,39.26512925216475,136.77260149667893,2018-05-30 06:59:58.199099520,4.100671248745314
Pacific,North Atlantic,62.04346826787148,-26.161262649357187,2018-06-01 20:22:27.073536736,19.219912963430623
Pacific,North Pacific,47.66982589519098,-86.0553783931041,2018-06-04 09:44:55.947973984,14.413601194305462
Atlantic,South Atlantic,-32.21731326916473,-83.80538036763514,2018-06-06 23:07:24.822411200,5.621084810017517
Indian,North Pacific,-37.9042172877121,7.12439033369768,2018-06-09 12:29:53.696848416,8.977329298247623
Indian,Arctic,34.622160282905256,141.8453355985758,2018-06-12 01:52:22.571285632,2.8304276481223254
Atlantic,North Pacific,25.822443414104395,106.06564476964137,2018-06-14 15:14:51.445722848,3.0477777812626714
Pacific,Arctic,62.493952575612944,-36.627692703475844,2018-06-17 04:37:20.320160064,7.231474564939667
Southern,North Pacific,-27.088198786137028,65.19585347699704,2018-06-19 17:59:49.194597280,15.603171767711482
Atlantic,South Pacific,30.357124902184026,-41.70609555210385,2018-06-22 07:22:18.069034496,5.293555677274585
Atlantic,North Indian,-45.141691451490146,-75.21160270476733,2018-06-24 20:44:46.943471712,3.9890078541312755
Pacific,South Pacific,44.45246080838489,-133.2772547967967,2018-06-27 10:07:15.817908928,5.866618826253005
Indian,South Pacific,34.839116194603704,134.59368935506618,2018-06-29 23:29:44.692346144,16.922039739738196
Indian,Antarctic,37.411342624562444,132.41882660754894,2018-07-02 12:52:13.566783360,1.9120287840964125
Pacific,South Indian,25.471533574911362,25.361904554044024,2018-07-05 02:14:42.441220576,17.48509881867341
Pacific,South Indian,67.45969221109506,13.721445178027762,2018-07-07 15:37:11.315657824,12.329258412017587
Indian,North Pacific,9.081779909521883,-81.50966358682653,2018-07-10 04:59:40.190095040,1.9029870587813618
Indian,Arctic,3.729910590051583,123.1228122618993,2018-07-12 18:22:09.064532256,5.839988485819093
Pacific,Antarctic,-31.019492119166028,-9.572120385207464,2018-07-15 07:44:37.938969472,13.958263026027726
Southern,South Pacific,28.139741981535987,-33.3912897856546,2018-07-17 21:07:06.813406688,1.093682033564982
Pacific,Antarctic,27.919802302648794,-33.08840530398048,2018-07-20 10:29:35.687843904,2.623943000039469
Atlantic,North Pacific,-21.52311324177368,94.5773850482997,2018-07-22 23:52:04.562281120,1.6113750156973274
Southern,South Indian,-17.64065026061662,86.3185120654034,2018-07-25 13:14:33.436718336,4.1454819199453725
Atlantic,North Indian,48.822935232557306,-108.2747651452036,2018-07-28 02:37:02.311155552,20.857881769714346
Indian,South Atlantic,22.826031971248764,-136.95219449265002,2018-07-30 15:59:31.185592768,16.416131749476747
Atlantic,North Pacific,46.28729110370101,15.929897218429868,2018-08-02 05:22:00.060029984,4.457520161630396
Pacific,Antarctic,-31.819579120845106,-11.88664375065083,2018-08-04 18:44:28.934467200,20.675324943637616
Southern,North Indian,8.50820838243564,-45.198044086163456,2018-08-07 08:06:57.808904448,14.345000275900583
Atlantic,South Atlantic,33.62951599496414,145.97021524524007,2018-08-09 21:29:26.683341664,26.446642111717768
Arctic,North Atlantic,60.903488925461104,-137.55372774469768,2018-08-12 10:51:55.557778880,6.762915578431116
Pacific,North Pacific,-30.978624895419415,6.807555887320502,2018-08-15 00:14:24.432216096,12.667974268656177
Pacific,North Pacific,41.59197400788389,140.2450604455948,2018-08-17 13:36:53.306653312,215.25444950218488
Pacific,North Atlantic,-21.17108210416254,-137.07183192506596,2018-08-20 02:59:22.181090528,5.421793006935718
Indian,North Atlantic,-56.292595791531966,-104.01987986393378,2018-08-22 16:21:51.055527744,6.924168376686713
Atlantic,North Pacific,-37.957490770136715,5.714757718063465,2018-08-25 05:44:19.929964960,6.303454966058288
Arctic,North Atlantic,58.17736948925327,-6.203032237380851,2018-08-27 19:06:48.804402176,6.749689146425339
Atlantic,South Pacific,-50.73715090822255,151.96335694603846,2018-08-30 08:29:17.678839392,12.911298918267137
Southern,South Atlantic,53.725157202786534,12.197206922326712,2018-09-01 21:51:46.553276608,7.8311444518030955
Pacific,South Atlantic,31.22561833042652,-119.60173333193325,2018-09-04 11:14:15.427713824,1.8873060478440125
Arctic,South Atlantic,-12.793302430010634,-87.45054413350745,2018-09-07 00:36:44.302151072,7.523631030633411
Indian,South Pacific,-7.52242450887638,76.5580412328285,2018-09-09 13:59:13.176588288,4.365315543991472
Indian,Arctic,26.67828796995905,-10.230265406076269,2018-09-12 03:21:42.051025504,1.3119061737316988
Arctic,North Atlantic,36.114123528280516,-40.66300444548274,2018-09-14 16:44:10.925462720,23.220423900651536
Indian,North Indian,20.336496090149957,59.53597529454279,2018-09-17 06:06:39.799899936,4.341132722285423
Indian,North Atlantic,-14.66676206858802,138.27085076752618,2018-09-19 19:29:08.674337152,10.841338535778641
Pacific,North Pacific,30.84885625324853,142.70035971096942,2018-09-22 08:51:37.548774368,0.31537588828307334
Pacific,South Indian,-0.9877924429984009,-149.95723833439436,2018-09-24 22:14:06.423211584,12.169368493187802
Southern,Antarctic,-53.783874143362965,78.44918462018576,2018-09-27 11:36:35.297648800,5.401011489084882
Indian,Antarctic,-16.603486935281204,87.62935773881053,2018-09-30 00:59:04.172086016,1.5607272039923827
Indian,South Atlantic,-47.136200780750464,65.75104852022186,2018-10-02 14:21:33.046523232,4.254940253590306
Atlantic,North Atlantic,-3.2566445899980834,-89.80341878479383,2018-10-05 03:44:01.920960448,3.719814500469236
Pacific,North Indian,32.70551985645009,-42.784343731076525,2018-10-07 17:06:30.795397664,15.6532004022835
Pacific,North Pacific,29.8106528105864,-100.54785612399581,2018-10-10 06:28:59.669834912,8.088366898568294
Indian,South Pacific,53.146648067573196,70.61513131442068,2018-10-12 19:51:28.544272128,1.6120566160526484
Atlantic,Arctic,46.709676265229525,-115.87226508118806,2018-10-15 09:13:57.418709344,11.455888410666725
Pacific,South Pacific,-56.44181002261874,70.62310822887633,2018-10-17 22:36:26.293146560,0.9317019004806479
Atlantic,North Indian,-15.231719247410535,59.133231770449534,2018-10-20 11:58:55.167583776,2.398698850605398
Pacific,North Pacific,34.45264233915405,75.96817833680788,2018-10-23 01:21:24.042020992,7.498117935549913
Atlantic,South Atlantic,34.61286027111899,142.50873033341387,2018-10-25 14:43:52.916458208,3.957853885504929
Pacific,North Atlantic,-28.24085178340199,10.129899500979333,2018-10-28 04:06:21.790895424,24.330033555412154
Indian,North Pacific,-17.198636700055545,86.52954730329745,2018-10-30 17:28:50.665332640,8.7523531431604
Pacific,Antarctic,41.39331412652427,-67.39789252819448,2018-11-02 06:51:19.539769856,13.817818269368841
Atlantic,Arctic,-51.22484024658962,-101.82077425568079,2018-11-04 20:13:48.414207072,14.392963406569132
Pacific,South Pacific,18.55132533262283,-57.90038722476319,2018-11-07 09:36:17.288644288,4.743934901865304
Pacific,Arctic,-6.715511079631543,-89.17502786592452,2018-11-09 22:58:46.163081536,2.5461425152699038
Atlantic,Arctic,-41.961204499883245,-138.50667755062676,2018-11-12 12:21:15.037518752,7.029065584112248
Atlantic,North Indian,-20.923968724962908,77.79508055963805,2018-11-15 01:43:43.911955968,17.588111233453922
Indian,North Indian,-50.00727656037187,107.96086953677414,2018-11-17 15:06:12.786393184,5.854629477217338
Pacific,North Atlantic,-25.83592126923831,92.7038722650657,2018-11-20 04:28:41.660830400,13.342491965534853
Indian,North Indian,30.015989953076442,-44.19887568259547,2018-11-22 17:51:10.535267616,7.190465804311527
Arctic,North Indian,-33.421327589771096,67.53783635776557,2018-11-25 07:13:39.409704832,1.5633735217204456
Indian,North Pacific,31.693830023595478,-125.90604000941417,2018-11-27 20:36:08.284142048,1.7021881669752423
Pacific,Antarctic,36.0408645569769,85.40956395242517,2018-11-30 09:58:37.158579264,35.25028080764374
Atlantic,South Atlantic,-43.822694601077245,10.862917116164347,2018-12-02 23:21:06.033016480,2.2990014375953756
Pacific,North Atlantic,-11.931799393586713,45.28722226364313,2018-12-05 12:43:34.907453696,3.905585190913873
Pacific,North Pacific,-41.43232370182041,-160.0042955858746,2018-12-08 02:06:03.781890912,18.496602155441238
Southern,South Atlantic,33.36355630204322,-41.830274751355056,2018-12-10 15:28:32.656328160,2.2421954248158484
Pacific,Arctic,-6.934899363735663,-85.38371056354006,2018-12-13 04:51:01.530765376,3.730294891799946
Atlantic,North Pacific,55.699672735547175,154.1275869655598,2018-12-15 18:13:30.405202592,5.979596969269019
Indian,South Indian,24.95763908295907,-114.4341374311684,2018-12-18 07:35:59.279639808,5.247233949900301
Indian,North Pacific,-41.37121540813772,-131.45530949325942,2018-12-20 20:58:28.154077024,2.7995992966858014
Atlantic,North Indian,24.486118130898404,-43.478564902928916,2018-12-23 10:20:57.028514240,6.088990417049144
Pacific,South Atlantic,-24.406261117751416,32.1618160621972,2018-12-25 23:43:25.902951456,14.571754400398897
Pacific,North Atlantic,33.592762451178174,137.01453974405476,2018-12-28 13:05:54.777388672,6.534511190756722
Atlantic,North Atlantic,-21.104866609862754,92.78476233429876,2018-12-31 02:28:23.651825888,3.8248982961426097
Pacific,South Atlantic,2.9753112084718722,13.597480006059449,2019-01-02 15:50:52.526263104,19.031540875243596
Atlantic,North Indian,14.597584565901432,-84.4897067566492,2019-01-05 05:13:21.400700320,40.7093824454886
Pacific,South Pacific,-13.006504104517804,16.154382342864682,2019-01-07 18:35:50.275137536,19.204428182897107
Pacific,North Pacific,54.90389455816463,-178.12349334830702,2019-01-10 07:58:19.149574752,2.4030328992812287
